,Date,Symbol,Expiry,Option Type,Strike Price,Open_x,High_x,Low_x,Close_x,Last,Settle Price,Number of Contracts,Turnover_x,Premium Turnover,Open Interest,Change in OI,Underlying,Open_y,High_y,Low_y,Close_y,Volume,Turnover_y,AnnualVolatility365,AnnualVolatility254,logreturns,Days_to_Expiry,Range,UpperRange,LowerRange
46,2017-09-28,BANKNIFTY,2017-10-12,CE,24500.0,45.0,74.0,37.1,69.55,70.6,69.55,584.0,573510000.0,1190000.0,10840.0,9880.0,24008.15,23804.05,24074.2,23611.1,24008.15,136679326,51302700000.0,15.5995652933,13.0131645762,0.00816380568975,14,733.480846746,24741.6308467,23274.6691533
47,2017-09-28,BANKNIFTY,2017-10-12,PE,24500.0,700.0,700.0,650.0,650.0,650.0,650.0,2.0,2014000.0,54000.0,0.0,0.0,24008.15,23804.05,24074.2,23611.1,24008.15,136679326,51302700000.0,15.5995652933,13.0131645762,0.00816380568975,14,733.480846746,24741.6308467,23274.6691533
48,2017-09-28,BANKNIFTY,2017-10-12,CE,24600.0,0.0,0.0,0.0,501.6,0.0,100.7,0.0,0.0,0.0,0.0,0.0,24008.15,23804.05,24074.2,23611.1,24008.15,136679326,51302700000.0,15.5995652933,13.0131645762,0.00816380568975,14,733.480846746,24741.6308467,23274.6691533
49,2017-09-28,BANKNIFTY,2017-10-12,PE,24600.0,0.0,0.0,0.0,618.2,0.0,633.7,0.0,0.0,0.0,0.0,0.0,24008.15,23804.05,24074.2,23611.1,24008.15,136679326,51302700000.0,15.5995652933,13.0131645762,0.00816380568975,14,733.480846746,24741.6308467,23274.6691533
50,2017-09-28,BANKNIFTY,2017-10-12,CE,24700.0,0.0,0.0,0.0,457.95,0.0,79.75,0.0,0.0,0.0,0.0,0.0,24008.15,23804.05,24074.2,23611.1,24008.15,136679326,51302700000.0,15.5995652933,13.0131645762,0.00816380568975,14,733.480846746,24741.6308467,23274.6691533
51,2017-09-28,BANKNIFTY,2017-10-12,PE,24700.0,0.0,0.0,0.0,673.45,0.0,712.55,0.0,0.0,0.0,0.0,0.0,24008.15,23804.05,24074.2,23611.1,24008.15,136679326,51302700000.0,15.5995652933,13.0131645762,0.00816380568975,14,733.480846746,24741.6308467,23274.6691533
52,2017-09-29,BANKNIFTY,2017-10-12,CE,23500.0,0.0,0.0,0.0,1163.65,0.0,672.95,0.0,0.0,0.0,0.0,0.0,24053.0,24114.0,24227.45,24004.8,24053.0,71703679,24726600000.0,16.7898138174,14.006070445,0.0018663728612,13,762.149862245,24815.1498622,23290.8501378
53,2017-09-29,BANKNIFTY,2017-10-12,PE,23500.0,61.75,84.0,50.0,79.5,84.0,79.5,246.0,231984000.0,744000.0,8840.0,8840.0,24053.0,24114.0,24227.45,24004.8,24053.0,71703679,24726600000.0,16.7898138174,14.006070445,0.0018663728612,13,762.149862245,24815.1498622,23290.8501378
54,2017-09-29,BANKNIFTY,2017-10-12,CE,23600.0,0.0,0.0,0.0,1091.2,0.0,594.05,0.0,0.0,0.0,0.0,0.0,24053.0,24114.0,24227.45,24004.8,24053.0,71703679,24726600000.0,16.7898138174,14.006070445,0.0018663728612,13,762.149862245,24815.1498622,23290.8501378
55,2017-09-29,BANKNIFTY,2017-10-12,PE,23600.0,0.0,0.0,0.0,218.6,0.0,88.65,0.0,0.0,0.0,0.0,0.0,24053.0,24114.0,24227.45,24004.8,24053.0,71703679,24726600000.0,16.7898138174,14.006070445,0.0018663728612,13,762.149862245,24815.1498622,23290.8501378
56,2017-09-29,BANKNIFTY,2017-10-12,CE,23700.0,0.0,0.0,0.0,1019.35,0.0,519.55,0.0,0.0,0.0,0.0,0.0,24053.0,24114.0,24227.45,24004.8,24053.0,71703679,24726600000.0,16.7898138174,14.006070445,0.0018663728612,13,762.149862245,24815.1498622,23290.8501378
57,2017-09-29,BANKNIFTY,2017-10-12,PE,23700.0,0.0,0.0,0.0,245.7,0.0,113.9,0.0,0.0,0.0,0.0,0.0,24053.0,24114.0,24227.45,24004.8,24053.0,71703679,24726600000.0,16.7898138174,14.006070445,0.0018663728612,13,762.149862245,24815.1498622,23290.8501378
58,2017-09-29,BANKNIFTY,2017-10-12,CE,23800.0,0.0,0.0,0.0,951.0,0.0,450.15,0.0,0.0,0.0,0.0,0.0,24053.0,24114.0,24227.45,24004.8,24053.0,71703679,24726600000.0,16.7898138174,14.006070445,0.0018663728612,13,762.149862245,24815.1498622,23290.8501378
59,2017-09-29,BANKNIFTY,2017-10-12,PE,23800.0,0.0,0.0,0.0,276.25,0.0,144.3,0.0,0.0,0.0,0.0,0.0,24053.0,24114.0,24227.45,24004.8,24053.0,71703679,24726600000.0,16.7898138174,14.006070445,0.0018663728612,13,762.149862245,24815.1498622,23290.8501378
60,2017-09-29,BANKNIFTY,2017-10-12,CE,23900.0,0.0,0.0,0.0,885.3,0.0,386.1,0.0,0.0,0.0,0.0,0.0,24053.0,24114.0,24227.45,24004.8,24053.0,71703679,24726600000.0,16.7898138174,14.006070445,0.0018663728612,13,762.149862245,24815.1498622,23290.8501378
61,2017-09-29,BANKNIFTY,2017-10-12,PE,23900.0,150.0,185.05,120.0,183.8,180.0,183.8,7.0,6737000.0,45000.0,160.0,160.0,24053.0,24114.0,24227.45,24004.8,24053.0,71703679,24726600000.0,16.7898138174,14.006070445,0.0018663728612,13,762.149862245,24815.1498622,23290.8501378
62,2017-09-29,BANKNIFTY,2017-10-12,CE,24000.0,261.0,480.5,200.0,230.0,250.0,230.0,118.0,114565000.0,1285000.0,3600.0,3120.0,24053.0,24114.0,24227.45,24004.8,24053.0,71703679,24726600000.0,16.7898138174,14.006070445,0.0018663728612,13,762.149862245,24815.1498622,23290.8501378
63,2017-09-29,BANKNIFTY,2017-10-12,PE,24000.0,157.1,225.45,97.5,206.55,224.6,206.55,232.0,224382000.0,1662000.0,2040.0,1880.0,24053.0,24114.0,24227.45,24004.8,24053.0,71703679,24726600000.0,16.7898138174,14.006070445,0.0018663728612,13,762.149862245,24815.1498622,23290.8501378
64,2017-09-29,BANKNIFTY,2017-10-12,CE,24100.0,0.0,0.0,0.0,761.8,0.0,275.0,0.0,0.0,0.0,0.0,0.0,24053.0,24114.0,24227.45,24004.8,24053.0,71703679,24726600000.0,16.7898138174,14.006070445,0.0018663728612,13,762.149862245,24815.1498622,23290.8501378
65,2017-09-29,BANKNIFTY,2017-10-12,PE,24100.0,0.0,0.0,0.0,56.0,56.0,268.5,0.0,0.0,0.0,40.0,0.0,24053.0,24114.0,24227.45,24004.8,24053.0,71703679,24726600000.0,16.7898138174,14.006070445,0.0018663728612,13,762.149862245,24815.1498622,23290.8501378
66,2017-09-29,BANKNIFTY,2017-10-12,CE,24200.0,210.0,210.0,120.5,155.6,171.8,155.6,10.0,9746000.0,66000.0,120.0,120.0,24053.0,24114.0,24227.45,24004.8,24053.0,71703679,24726600000.0,16.7898138174,14.006070445,0.0018663728612,13,762.149862245,24815.1498622,23290.8501378
67,2017-09-29,BANKNIFTY,2017-10-12,PE,24200.0,0.0,0.0,0.0,425.15,0.0,321.45,0.0,0.0,0.0,0.0,0.0,24053.0,24114.0,24227.45,24004.8,24053.0,71703679,24726600000.0,16.7898138174,14.006070445,0.0018663728612,13,762.149862245,24815.1498622,23290.8501378
68,2017-09-29,BANKNIFTY,2017-10-12,CE,24300.0,0.0,0.0,0.0,649.4,0.0,187.1,0.0,0.0,0.0,0.0,0.0,24053.0,24114.0,24227.45,24004.8,24053.0,71703679,24726600000.0,16.7898138174,14.006070445,0.0018663728612,13,762.149862245,24815.1498622,23290.8501378
69,2017-09-29,BANKNIFTY,2017-10-12,PE,24300.0,0.0,0.0,0.0,469.2,0.0,380.2,0.0,0.0,0.0,0.0,0.0,24053.0,24114.0,24227.45,24004.8,24053.0,71703679,24726600000.0,16.7898138174,14.006070445,0.0018663728612,13,762.149862245,24815.1498622,23290.8501378
70,2017-09-29,BANKNIFTY,2017-10-12,CE,24400.0,0.0,0.0,0.0,597.35,0.0,151.6,0.0,0.0,0.0,0.0,0.0,24053.0,24114.0,24227.45,24004.8,24053.0,71703679,24726600000.0,16.7898138174,14.006070445,0.0018663728612,13,762.149862245,24815.1498622,23290.8501378
71,2017-09-29,BANKNIFTY,2017-10-12,PE,24400.0,0.0,0.0,0.0,516.1,0.0,444.4,0.0,0.0,0.0,0.0,0.0,24053.0,24114.0,24227.45,24004.8,24053.0,71703679,24726600000.0,16.7898138174,14.006070445,0.0018663728612,13,762.149862245,24815.1498622,23290.8501378
